Latitude,Longitude,Timestamp
22.2942056,73.3622754,2024-08-30T08:57:21.455Z
22.2934861,73.3621748,2024-08-30T09:23:17.304Z
22.2934691,73.362189,2024-08-30T09:23:19.273Z
22.2934698,73.3621899,2024-08-30T09:23:21.428Z
22.2934713,73.3621902,2024-08-30T09:23:24.887Z
22.293479,73.3621774,2024-08-30T09:23:28.420Z
22.2934799,73.3621712,2024-08-30T09:23:33.163Z
22.293482,73.3621759,2024-08-30T09:23:36.048Z
22.2934553,73.3621773,2024-08-30T09:23:41.246Z
22.2934376,73.3621737,2024-08-30T09:23:46.105Z
22.2929659,73.3625617,2024-08-30T09:23:56.263Z
22.2929288,73.3626308,2024-08-30T09:23:56.323Z
22.2929267,73.3626396,2024-08-30T09:23:56.421Z
22.2928828,73.3630496,2024-08-30T09:24:03.233Z
22.292879,73.3631106,2024-08-30T09:24:06.191Z
22.2920192,73.3635113,2024-08-30T09:25:08.860Z
22.2916117,73.3641417,2024-08-30T09:26:24.697Z
22.2912149,73.3640242,2024-08-30T09:26:27.715Z
22.2912075,73.364025,2024-08-30T09:26:29.926Z
22.2888717,73.362565,2024-08-30T09:26:32.602Z
22.2884605,73.3626861,2024-08-30T09:26:36.858Z
22.2884562,73.3626873,2024-08-30T09:26:39.016Z
22.2884664,73.3627434,2024-08-30T09:26:41.793Z
22.2884481,73.3627266,2024-08-30T09:26:45.499Z
22.2884479,73.3627264,2024-08-30T09:26:48.656Z
22.2884582,73.3627447,2024-08-30T09:26:51.379Z
22.2884582,73.3627448,2024-08-30T09:26:53.692Z
22.2884815,73.362773,2024-08-30T09:26:57.839Z
22.2884817,73.362773,2024-08-30T09:27:01.817Z
22.2877558,73.3630939,2024-08-30T09:27:09.182Z
22.2878499,73.3632765,2024-08-30T09:27:15.394Z
22.2878539,73.3632787,2024-08-30T09:27:16.019Z
22.2887833,73.3593033,2024-08-30T09:28:22.485Z
22.2873462,73.3559185,2024-08-30T09:28:22.565Z
22.2873433,73.3558224,2024-08-30T09:28:24.537Z
22.2871467,73.3497333,2024-08-30T09:29:14.823Z
22.2871657,73.3495025,2024-08-30T09:29:18.898Z
22.2870693,73.348975,2024-08-30T09:29:21.909Z
22.2884083,73.3408053,2024-08-30T09:30:25.442Z
22.2887648,73.3407595,2024-08-30T09:30:25.503Z
22.2932302,73.2900772,2024-08-30T09:38:19.493Z
22.2932345,73.2896624,2024-08-30T09:38:19.554Z
22.293631,73.2888919,2024-08-30T09:38:26.620Z
22.2936118,73.2886161,2024-08-30T09:38:28.950Z
22.2926836,73.2874918,2024-08-30T09:38:33.016Z
22.2926719,73.2874883,2024-08-30T09:38:35.957Z
22.2925534,73.2878105,2024-08-30T09:38:38.225Z
22.2925945,73.2877186,2024-08-30T09:38:40.612Z
22.2925976,73.2877168,2024-08-30T09:38:43.094Z
22.2924655,73.2863255,2024-08-30T09:38:46.590Z
22.2924885,73.2861423,2024-08-30T09:38:48.595Z
22.2925019,73.2859963,2024-08-30T09:38:51.048Z
22.2925396,73.2854993,2024-08-30T09:38:54.302Z
22.2922108,73.2859915,2024-08-30T09:38:57.565Z
22.2922034,73.2860104,2024-08-30T09:39:00.221Z
22.2927283,73.2854006,2024-08-30T09:39:03.084Z
22.2927146,73.2852417,2024-08-30T09:39:06.142Z
22.2927144,73.2852392,2024-08-30T09:39:08.855Z
22.2923967,73.282395,2024-08-30T09:39:17.389Z
22.292415,73.2822001,2024-08-30T09:39:17.438Z
22.2922892,73.2818916,2024-08-30T09:39:19.956Z
22.2922792,73.2818707,2024-08-30T09:39:22.583Z
22.2922791,73.2818704,2024-08-30T09:39:23.948Z
22.2922832,73.2817175,2024-08-30T09:39:27.540Z
22.2922833,73.2817173,2024-08-30T09:39:31.087Z
22.2923515,73.2815455,2024-08-30T09:40:15.871Z
22.2923354,73.2773815,2024-08-30T09:40:17.414Z
22.2923417,73.2772662,2024-08-30T09:40:20.894Z
22.2930163,73.2760847,2024-08-30T09:40:23.766Z
22.2930412,73.2760713,2024-08-30T09:40:26.028Z
22.2928428,73.275939,2024-08-30T09:41:00.959Z
22.2926688,73.2730974,2024-08-30T09:41:02.405Z
22.2926074,73.2730963,2024-08-30T09:41:05.270Z
22.2926062,73.2730965,2024-08-30T09:41:09.343Z
22.2926216,73.2727661,2024-08-30T09:41:13.574Z
22.2919631,73.272388,2024-08-30T09:41:18.134Z
22.2919633,73.2723719,2024-08-30T09:41:20.212Z
22.2920988,73.2715749,2024-08-30T09:44:10.384Z
22.2965235,73.2542441,2024-08-30T09:44:13.110Z
22.2964091,73.2540113,2024-08-30T09:44:14.920Z
22.2965469,73.2535685,2024-08-30T09:44:19.610Z
22.2965511,73.2535691,2024-08-30T09:44:22.668Z
22.2970103,73.2530829,2024-08-30T09:44:30.310Z
22.2970731,73.253027,2024-08-30T09:44:37.970Z
22.2971532,73.253264,2024-08-30T09:44:44.362Z
22.3500772,73.2353119,2024-08-30T09:53:31.035Z
22.3501412,73.2351204,2024-08-30T09:53:39.030Z
22.3503362,73.2344869,2024-08-30T09:53:45.667Z
22.3502571,73.2347048,2024-08-30T09:53:48.440Z
22.3501656,73.2349766,2024-08-30T09:53:50.964Z
22.3501617,73.2349902,2024-08-30T09:53:52.464Z
22.3500239,73.2346177,2024-08-30T09:53:55.748Z
22.3499143,73.2342556,2024-08-30T09:53:59.562Z
22.349953,73.2339471,2024-08-30T09:54:02.563Z
22.3499519,73.2339343,2024-08-30T09:54:04.706Z
22.3500139,73.233601,2024-08-30T09:54:07.638Z
22.3500238,73.2335976,2024-08-30T09:54:10.886Z
22.3500693,73.2334256,2024-08-30T09:54:13.810Z
22.3505304,73.2326631,2024-08-30T09:54:16.014Z
22.3506191,73.2326028,2024-08-30T09:54:17.534Z
22.3510244,73.2315308,2024-08-30T09:54:21.743Z
22.3510638,73.2314865,2024-08-30T09:54:24.473Z
22.3510259,73.2309522,2024-08-30T09:54:26.290Z
22.3507309,73.2304275,2024-08-30T09:54:29.313Z
22.3507066,73.2304083,2024-08-30T09:54:31.599Z
22.3505848,73.2300374,2024-08-30T09:54:34.248Z
22.3505474,73.2298613,2024-08-30T09:54:36.777Z
22.3505371,73.2298574,2024-08-30T09:54:37.846Z
22.3506691,73.228848,2024-08-30T09:54:40.503Z
22.350679,73.2283999,2024-08-30T09:54:44.223Z
22.3506812,73.2283911,2024-08-30T09:54:46.458Z
22.350557,73.2280296,2024-08-30T09:54:50.210Z
22.3505512,73.2280114,2024-08-30T09:54:52.442Z
22.3498821,73.2270477,2024-08-30T09:54:55.246Z
22.3493353,73.2270304,2024-08-30T09:54:57.786Z
22.3492536,73.2270351,2024-08-30T09:55:00.318Z
22.3490545,73.2265948,2024-08-30T09:55:04.600Z
22.349041,73.226581,2024-08-30T09:55:06.847Z
22.3489841,73.2263908,2024-08-30T09:55:10.224Z
22.3489741,73.2263836,2024-08-30T09:55:12.020Z
22.3486204,73.2258199,2024-08-30T09:55:16.692Z
22.3485983,73.2258036,2024-08-30T09:55:17.760Z
22.348603,73.2248561,2024-08-30T09:55:25.126Z
22.3485701,73.2247058,2024-08-30T09:55:25.254Z
22.3480453,73.2244788,2024-08-30T09:55:28.385Z
22.3478922,73.2243353,2024-08-30T09:55:30.842Z
22.3485025,73.2235128,2024-08-30T09:55:33.783Z
22.3485005,73.2232368,2024-08-30T09:55:35.826Z
22.3484915,73.2229552,2024-08-30T09:55:38.285Z
22.3476989,73.2225907,2024-08-30T09:55:43.313Z
22.3476594,73.2225859,2024-08-30T09:55:45.658Z
22.3470313,73.2223042,2024-08-30T09:56:01.402Z
22.3454793,73.2213129,2024-08-30T09:56:01.464Z
22.3452048,73.2211728,2024-08-30T09:56:03.697Z
22.3452384,73.2211115,2024-08-30T09:56:06.870Z
22.3454676,73.2209782,2024-08-30T09:56:09.997Z
